Gene stable ID,UniProtKB/Swiss-Prot ID
ENSMUSG00000056167,Q8BH15
ENSMUSG00000068040,Q8BH24
ENSMUSG00000029656,Q8BH35
ENSMUSG00000028868,Q8BH43
ENSMUSG00000034473,Q8BH47
ENSMUSG00000028437,Q8BH48
ENSMUSG00000044134,Q8BH49
ENSMUSG00000023020,Q8BH51
ENSMUSG00000048550,Q8BH55
ENSMUSG00000032512,Q8BH57
ENSMUSG00000040843,Q8BH58
ENSMUSG00000027010,Q8BH59
ENSMUSG00000019861,Q8BH60
ENSMUSG00000039109,Q8BH61
ENSMUSG00000074364,Q8BH64
ENSMUSG00000040818,Q8BH65
ENSMUSG00000116230,Q8BH65
ENSMUSG00000026662,Q8BH69
ENSMUSG00000040410,Q8BH70
ENSMUSG00000052798,Q8BH74
ENSMUSG00000037949,Q8BH79
ENSMUSG00000044968,Q8BH82
ENSMUSG00000021185,Q8BH86
ENSMUSG00000025465,Q8BH95
ENSMUSG00000019539,Q8BH97
ENSMUSG00000038732,Q8BH98
ENSMUSG00000047989,Q8BHA0
ENSMUSG00000020956,Q8BHA3
ENSMUSG00000043587,Q8BHA9
ENSMUSG00000038058,Q8BHB0
ENSMUSG00000033285,Q8BHB4
ENSMUSG00000022949,Q8BHB9
ENSMUSG00000030787,Q8BHC0
ENSMUSG00000020935,Q8BHC4
ENSMUSG00000039357,Q8BHC9
ENSMUSG00000028382,Q8BHD7
ENSMUSG00000027589,Q8BHD8
ENSMUSG00000025971,Q8BHE8
ENSMUSG00000017715,Q8BHF7
ENSMUSG00000053510,Q8BHG1
ENSMUSG00000028608,Q8BHG2
ENSMUSG00000034435,Q8BHG3
ENSMUSG00000054604,Q8BHG9
ENSMUSG00000027630,Q8BHJ5
ENSMUSG00000021703,Q8BHJ6
ENSMUSG00000020409,Q8BHJ9
ENSMUSG00000049281,Q8BHK2
ENSMUSG00000051220,Q8BHK9
ENSMUSG00000042492,Q8BHL3
ENSMUSG00000017670,Q8BHL5
ENSMUSG00000032869,Q8BHL8
ENSMUSG00000027784,Q8BHN0
ENSMUSG00000071650,Q8BHN3
ENSMUSG00000042369,Q8BHN5
ENSMUSG00000037594,Q8BHN9
ENSMUSG00000116084,Q8BHN9
ENSMUSG00000024604,Q8BHS3
ENSMUSG00000049047,Q8BHS6
ENSMUSG00000051950,Q8BHT6
ENSMUSG00000028468,Q8BHT7
ENSMUSG00000041840,Q8BHX1
ENSMUSG00000115884,Q8BHX1
ENSMUSG00000028873,Q8BHX3
ENSMUSG00000033294,Q8BHY2
ENSMUSG00000031075,Q8BHY3
ENSMUSG00000032422,Q8BHY8
ENSMUSG00000020589,Q8BHZ0
ENSMUSG00000005621,Q8BHZ4
ENSMUSG00000024479,Q8BI08
ENSMUSG00000042510,Q8BI29
ENSMUSG00000038069,Q8BI72
ENSMUSG00000032867,Q8BIA4
ENSMUSG00000035776,Q8BIF0
ENSMUSG00000021773,Q8BIG7
ENSMUSG00000026618,Q8BIJ6
ENSMUSG00000020375,Q8BIJ7
ENSMUSG00000028572,Q8BIL5
ENSMUSG00000026709,Q8BIP0
ENSMUSG00000031256,Q8BIQ5
ENSMUSG00000032567,Q8BIR2
ENSMUSG00000074909,Q8BIV3
ENSMUSG00000015711,Q8BIW1
ENSMUSG00000027122,Q8BIX3
ENSMUSG00000028850,Q8BIY1
ENSMUSG00000040018,Q8BJ03
ENSMUSG00000021012,Q8BJ05
ENSMUSG00000060657,Q8BJ34
ENSMUSG00000023143,Q8BJ48
ENSMUSG00000025509,Q8BJ56
ENSMUSG00000036291,Q8BJ63
ENSMUSG00000015970,Q8BJ64
ENSMUSG00000032939,Q8BJ71
ENSMUSG00000078681,Q8BJ83
ENSMUSG00000021972,Q8BJA3
ENSMUSG00000025780,Q8BJD1
ENSMUSG00000004843,Q8BJF9
ENSMUSG00000043542,Q8BJH1
ENSMUSG00000039354,Q8BJL0
ENSMUSG00000047648,Q8BJL1
ENSMUSG00000025184,Q8BJM3
ENSMUSG00000024069,Q8BJM5
ENSMUSG00000056310,Q8BJM7
ENSMUSG00000042524,Q8BJS4
ENSMUSG00000038312,Q8BJT9
ENSMUSG00000004937,Q8BJU0
ENSMUSG00000030352,Q8BJU2
ENSMUSG00000019774,Q8BJU9
ENSMUSG00000018433,Q8BJW5
ENSMUSG00000027810,Q8BJW6
ENSMUSG00000026869,Q8BJY1
ENSMUSG00000026858,Q8BK03
ENSMUSG00000043284,Q8BK08
ENSMUSG00000041560,Q8BK35
ENSMUSG00000031886,Q8BK48
ENSMUSG00000022849,Q8BK58
ENSMUSG00000021037,Q8BK64
ENSMUSG00000040945,Q8BK67
ENSMUSG00000041632,Q8BK72
ENSMUSG00000054836,Q8BK75
ENSMUSG00000030662,Q8BKC5
ENSMUSG00000038861,Q8BKC8
ENSMUSG00000049439,Q8BKE6
ENSMUSG00000020329,Q8BKF1
ENSMUSG00000023972,Q8BKG3
ENSMUSG00000038696,Q8BKH7
ENSMUSG00000047888,Q8BKI2
ENSMUSG00000025138,Q8BKJ9
ENSMUSG00000051403,Q8BKR5
ENSMUSG00000035125,Q8BKT3
ENSMUSG00000031371,Q8BKT8
ENSMUSG00000014353,Q8BKU8
ENSMUSG00000025372,Q8BKX1
ENSMUSG00000030655,Q8BKX6
ENSMUSG00000010914,Q8BKZ9
ENSMUSG00000020770,Q8BL48
ENSMUSG00000036499,Q8BL66
ENSMUSG00000022972,Q8BL95
ENSMUSG00000024097,Q8BL97
ENSMUSG00000027698,Q8BLF1
ENSMUSG00000042606,Q8BLH7
ENSMUSG00000033105,Q8BLN5
ENSMUSG00000026979,Q8BLR5
ENSMUSG00000036450,Q8BLR9
ENSMUSG00000049922,Q8BLX4
ENSMUSG00000030515,Q8BLY2
ENSMUSG00000074811,Q8BLY7
ENSMUSG00000039449,Q8BM39
ENSMUSG00000038828,Q8BM55
ENSMUSG00000032932,Q8BM72
ENSMUSG00000019947,Q8BM75
ENSMUSG00000022755,Q8BM96
ENSMUSG00000033054,Q8BMA5
ENSMUSG00000020780,Q8BMA6
ENSMUSG00000035401,Q8BMB0
ENSMUSG00000026254,Q8BMB3
ENSMUSG00000019297,Q8BMC4
ENSMUSG00000036339,Q8BMD6
ENSMUSG00000040322,Q8BMD8
ENSMUSG00000000168,Q8BMF4
ENSMUSG00000025646,Q8BMG1
ENSMUSG00000022299,Q8BMG8
ENSMUSG00000107007,Q8BMG8
ENSMUSG00000042211,Q8BMI0
ENSMUSG00000020740,Q8BMI3
ENSMUSG00000024493,Q8BMJ2
ENSMUSG00000067194,Q8BMJ3
ENSMUSG00000037443,Q8BMK0
ENSMUSG00000046841,Q8BMK4
ENSMUSG00000038244,Q8BML1
ENSMUSG00000032604,Q8BML9
ENSMUSG00000035666,Q8BMQ2
ENSMUSG00000078908,Q8BMQ8
ENSMUSG00000025745,Q8BMS1
ENSMUSG00000028247,Q8BMS4
ENSMUSG00000027339,Q8BMS9
ENSMUSG00000035585,Q8BMZ5
ENSMUSG00000064090,Q8BN21
ENSMUSG00000048047,Q8BN78
ENSMUSG00000035967,Q8BND4
ENSMUSG00000033684,Q8BND5
ENSMUSG00000036667,Q8BNE1
ENSMUSG00000018442,Q8BNI4
ENSMUSG00000002343,Q8BNU0
ENSMUSG00000055675,Q8BNW9
ENSMUSG00000028093,Q8BP40
ENSMUSG00000024587,Q8BP47
ENSMUSG00000005813,Q8BP48
ENSMUSG00000062031,Q8BP56
ENSMUSG00000098274,Q8BP67
ENSMUSG00000033565,Q8BP71
ENSMUSG00000063179,Q8BP74
ENSMUSG00000054237,Q8BP78
ENSMUSG00000032320,Q8BP92
ENSMUSG00000041035,Q8BPA8
ENSMUSG00000006262,Q8BPB0
ENSMUSG00000020467,Q8BPB5
ENSMUSG00000025538,Q8BPG6
ENSMUSG00000020973,Q8BPI1
ENSMUSG00000034574,Q8BPM0
ENSMUSG00000034761,Q8BPM2
ENSMUSG00000041268,Q8BPN8
ENSMUSG00000022131,Q8BPS4
ENSMUSG00000041112,Q8BPU7
ENSMUSG00000035234,Q8BPZ8
ENSMUSG00000034595,Q8BQ30
ENSMUSG00000036968,Q8BQ47
ENSMUSG00000031657,Q8BQM4
ENSMUSG00000006850,Q8BQX5
ENSMUSG00000020413,Q8BQY8
ENSMUSG00000003452,Q8BR07
ENSMUSG00000095595,Q8BR63
ENSMUSG00000094103,Q8BR63
ENSMUSG00000066900,Q8BR65
ENSMUSG00000041935,Q8BR90
ENSMUSG00000020952,Q8BRF7
ENSMUSG00000029782,Q8BRG8
ENSMUSG00000028518,Q8BRK8
ENSMUSG00000038886,Q8BRK9
ENSMUSG00000040124,Q8BRM2
ENSMUSG00000028582,Q8BRN9
ENSMUSG00000051339,Q8BRV5
ENSMUSG00000056832,Q8BS45
ENSMUSG00000028096,Q8BS95
ENSMUSG00000047583,Q8BSA9
ENSMUSG00000036368,Q8BSE0
ENSMUSG00000023452,Q8BSF4
ENSMUSG00000034194,Q8BSI6
ENSMUSG00000020516,Q8BSK8
ENSMUSG00000027075,Q8BSM7
ENSMUSG00000018572,Q8BSN5
ENSMUSG00000008690,Q8BSP2
ENSMUSG00000042323,Q8BSQ9
ENSMUSG00000028207,Q8BSY0
ENSMUSG00000024989,Q8BT07
ENSMUSG00000038784,Q8BT14
ENSMUSG00000028228,Q8BT60
ENSMUSG00000062691,Q8BTE5
ENSMUSG00000049717,Q8BTF7
ENSMUSG00000027175,Q8BTG3
ENSMUSG00000032384,Q8BTH8
ENSMUSG00000014498,Q8BTI7
ENSMUSG00000039218,Q8BTI8
ENSMUSG00000032462,Q8BTI9
ENSMUSG00000023961,Q8BTJ4
ENSMUSG00000031328,Q8BTM8
ENSMUSG00000043432,Q8BTN6
ENSMUSG00000034826,Q8BTS4
ENSMUSG00000031796,Q8BTU1
ENSMUSG00000038930,Q8BTU7
ENSMUSG00000039530,Q8BTV1
ENSMUSG00000034820,Q8BTV2
ENSMUSG00000109941,Q8BTW3
ENSMUSG00000030602,Q8BTW9
ENSMUSG00000034189,Q8BTX9
ENSMUSG00000039648,Q8BTY1
ENSMUSG00000062110,Q8BTY8
ENSMUSG00000029472,Q8BTZ4
ENSMUSG00000048307,Q8BTZ5
ENSMUSG00000070284,Q8BTZ7
ENSMUSG00000032834,Q8BU03
ENSMUSG00000041712,Q8BU04
ENSMUSG00000016831,Q8BU11
ENSMUSG00000027706,Q8BU14
ENSMUSG00000037851,Q8BU30
ENSMUSG00000050029,Q8BU31
ENSMUSG00000032763,Q8BU33
ENSMUSG00000020514,Q8BU88
ENSMUSG00000020085,Q8BUE4
ENSMUSG00000052917,Q8BUH8
ENSMUSG00000029703,Q8BUI3
ENSMUSG00000037234,Q8BUK6
ENSMUSG00000040268,Q8BUL6
ENSMUSG00000020905,Q8BUM9
ENSMUSG00000058325,Q8BUR4
ENSMUSG00000047454,Q8BUV3
ENSMUSG00000000194,Q8BUV8
ENSMUSG00000002846,Q8BUY5
ENSMUSG00000024477,Q8BUY9
ENSMUSG00000026240,Q8BV13
ENSMUSG00000043263,Q8BV49
ENSMUSG00000035279,Q8BV57
ENSMUSG00000028857,Q8BVA2
ENSMUSG00000033793,Q8BVE3
ENSMUSG00000057406,Q8BVE8
ENSMUSG00000026078,Q8BVF2
ENSMUSG00000015750,Q8BVF7
ENSMUSG00000001229,Q8BVG4
ENSMUSG00000015806,Q8BVI4
ENSMUSG00000027522,Q8BVI5
ENSMUSG00000070034,Q8BVK9
ENSMUSG00000029146,Q8BVL3
ENSMUSG00000063646,Q8BVL9
ENSMUSG00000030718,Q8BVQ5
ENSMUSG00000050079,Q8BVR6
ENSMUSG00000022801,Q8BVU0
ENSMUSG00000029310,Q8BVU5
ENSMUSG00000039853,Q8BVW3
ENSMUSG00000005846,Q8BVY0
ENSMUSG00000053746,Q8BW00
ENSMUSG00000003848,Q8BW10
ENSMUSG00000066235,Q8BW41
ENSMUSG00000038250,Q8BW70
ENSMUSG00000033326,Q8BW72
ENSMUSG00000040147,Q8BW75
ENSMUSG00000039145,Q8BW96
ENSMUSG00000015653,Q8BWB6
ENSMUSG00000038481,Q8BWD8
ENSMUSG00000035936,Q8BWF0
ENSMUSG00000049686,Q8BWG9
ENSMUSG00000031295,Q8BWJ3
ENSMUSG00000026820,Q8BWM0
ENSMUSG00000030982,Q8BWQ6
ENSMUSG00000028669,Q8BWR2
ENSMUSG00000005501,Q8BWR4
ENSMUSG00000030494,Q8BWR8
ENSMUSG00000036880,Q8BWT1
ENSMUSG00000004591,Q8BWW9
ENSMUSG00000024360,Q8BWY3
ENSMUSG00000049285,Q8BWY4
ENSMUSG00000041654,Q8BWY7
ENSMUSG00000033031,Q8BWY9
ENSMUSG00000042719,Q8BWZ3
ENSMUSG00000032194,Q8BX02
ENSMUSG00000026439,Q8BX09
ENSMUSG00000029500,Q8BX10
ENSMUSG00000037275,Q8BX17
ENSMUSG00000033885,Q8BX57
ENSMUSG00000035284,Q8BX70
ENSMUSG00000033857,Q8BX80
ENSMUSG00000033487,Q8BX90
ENSMUSG00000039050,Q8BX94
ENSMUSG00000034109,Q8BXA1
ENSMUSG00000021610,Q8BXA5
ENSMUSG00000036513,Q8BXC6
ENSMUSG00000055013,Q8BXK8
ENSMUSG00000023959,Q8BXK9
ENSMUSG00000038671,Q8BXL7
ENSMUSG00000017721,Q8BXQ2
ENSMUSG00000037905,Q8BXV2
ENSMUSG00000024614,Q8BXZ1
ENSMUSG00000044149,Q8BY02
ENSMUSG00000024013,Q8BY35
ENSMUSG00000027018,Q8BY71
ENSMUSG00000059263,Q8BY87
ENSMUSG00000057193,Q8BY89
ENSMUSG00000039230,Q8BYA0
ENSMUSG00000034064,Q8BYB9
ENSMUSG00000061288,Q8BYC6
ENSMUSG00000020062,Q8BYF6
ENSMUSG00000033439,Q8BYH3
ENSMUSG00000038520,Q8BYH7
ENSMUSG00000056608,Q8BYH8
ENSMUSG00000033192,Q8BYI6
ENSMUSG00000022792,Q8BYL4
ENSMUSG00000057963,Q8BYN3
ENSMUSG00000054752,Q8BYN5
ENSMUSG00000029449,Q8BYP3
ENSMUSG00000074890,Q8BYR1
ENSMUSG00000040021,Q8BYR2
ENSMUSG00000116422,Q8BYR2
ENSMUSG00000050565,Q8BYU6
ENSMUSG00000030047,Q8BYW1
ENSMUSG00000035245,Q8BYW9
ENSMUSG00000038172,Q8BYY4
ENSMUSG00000014791,Q8BYZ7
ENSMUSG00000031129,Q8BZ00
ENSMUSG00000041187,Q8BZ03
ENSMUSG00000038507,Q8BZ20
ENSMUSG00000017607,Q8BZ33
ENSMUSG00000028999,Q8BZ36
ENSMUSG00000040524,Q8BZ47
ENSMUSG00000020961,Q8BZ60
ENSMUSG00000040265,Q8BZ98
ENSMUSG00000038028,Q8BZA9
ENSMUSG00000063849,Q8BZB2
ENSMUSG00000032313,Q8BZB3
ENSMUSG00000041731,Q8BZF8
ENSMUSG00000038902,Q8BZH4
ENSMUSG00000033032,Q8BZI0
ENSMUSG00000038506,Q8BZJ7
ENSMUSG00000029276,Q8BZM1
ENSMUSG00000026965,Q8BZQ7
ENSMUSG00000020783,Q8BZR9
ENSMUSG00000030986,Q8BZS9
ENSMUSG00000049799,Q8BZT5
ENSMUSG00000025078,Q8BZW8
ENSMUSG00000041058,Q8BZZ3
ENSMUSG00000021180,Q8C050
ENSMUSG00000019261,Q8C052
ENSMUSG00000014601,Q8C079
ENSMUSG00000071757,Q8C0C0
ENSMUSG00000003808,Q8C0C7
ENSMUSG00000025086,Q8C0D0
ENSMUSG00000038563,Q8C0D5
ENSMUSG00000030330,Q8C0D7
ENSMUSG00000031988,Q8C0E2
ENSMUSG00000020773,Q8C0E3
ENSMUSG00000069495,Q8C0I4
ENSMUSG00000026289,Q8C0J2
ENSMUSG00000098188,Q8C0J6
ENSMUSG00000071253,Q8C0K5
ENSMUSG00000034723,Q8C0L0
ENSMUSG00000025464,Q8C0L6
ENSMUSG00000035933,Q8C0L8
ENSMUSG00000027346,Q8C0L9
ENSMUSG00000031959,Q8C0M0
ENSMUSG00000024654,Q8C0M9
ENSMUSG00000029314,Q8C0N2
ENSMUSG00000026779,Q8C0P0
ENSMUSG00000028337,Q8C0P5
ENSMUSG00000032396,Q8C0S1
ENSMUSG00000078157,Q8C0T1
ENSMUSG00000042700,Q8C0T5
ENSMUSG00000041997,Q8C0V0
ENSMUSG00000024187,Q8C0Z1
ENSMUSG00000026828,Q8C102
ENSMUSG00000023845,Q8C129
ENSMUSG00000037295,Q8C142
ENSMUSG00000052085,Q8C147
ENSMUSG00000034906,Q8C156
ENSMUSG00000034919,Q8C159
ENSMUSG00000042787,Q8C163
ENSMUSG00000042251,Q8C165
ENSMUSG00000074643,Q8C166
ENSMUSG00000024127,Q8C167
ENSMUSG00000027035,Q8C172
ENSMUSG00000020170,Q8C180
ENSMUSG00000022139,Q8C181
ENSMUSG00000058013,Q8C1B7
ENSMUSG00000024384,Q8C1D8
ENSMUSG00000064264,Q8C1M2
ENSMUSG00000058351,Q8C1Q6
ENSMUSG00000029617,Q8C1Y8
ENSMUSG00000021965,Q8C263
ENSMUSG00000071350,Q8C267
ENSMUSG00000020781,Q8C2A2
ENSMUSG00000029624,Q8C2E4
ENSMUSG00000022350,Q8C2E7
ENSMUSG00000025155,Q8C2P3
ENSMUSG00000006456,Q8C2Q3
ENSMUSG00000040297,Q8C341
ENSMUSG00000025262,Q8C3F2
ENSMUSG00000022554,Q8C3I8
ENSMUSG00000020143,Q8C3J5
ENSMUSG00000028914,Q8C3Q9
ENSMUSG00000000148,Q8C3R1
ENSMUSG00000041949,Q8C3S2
ENSMUSG00000031983,Q8C3W1
ENSMUSG00000030613,Q8C3X2
ENSMUSG00000029208,Q8C3X4
ENSMUSG00000022614,Q8C3X8
ENSMUSG00000029414,Q8C3Y4
ENSMUSG00000024072,Q8C407
ENSMUSG00000033423,Q8C460
ENSMUSG00000046562,Q8C4B4
ENSMUSG00000040688,Q8C4J7
ENSMUSG00000042901,Q8C4Q6
ENSMUSG00000038456,Q8C4S8
ENSMUSG00000031548,Q8C4U3
ENSMUSG00000073563,Q8C4X2
ENSMUSG00000037419,Q8C522
ENSMUSG00000039414,Q8C547
ENSMUSG00000039704,Q8C561
ENSMUSG00000116236,Q8C561
ENSMUSG00000050471,Q8C569
ENSMUSG00000027509,Q8C570
ENSMUSG00000025423,Q8C5D8
ENSMUSG00000022253,Q8C5H8
ENSMUSG00000111527,Q8C5H8
ENSMUSG00000044148,Q8C5K5
ENSMUSG00000020166,Q8C5L3
ENSMUSG00000006127,Q8C5L6
ENSMUSG00000027014,Q8C5N3
ENSMUSG00000002635,Q8C5N5
ENSMUSG00000039480,Q8C5P5
ENSMUSG00000044221,Q8C5Q4
ENSMUSG00000021097,Q8C5W0
ENSMUSG00000037287,Q8C5W3
ENSMUSG00000020134,Q8C669
ENSMUSG00000034930,Q8C6B2
ENSMUSG00000051518,Q8C6B9
ENSMUSG00000038733,Q8C6G8
ENSMUSG00000024668,Q8C6I2
ENSMUSG00000032344,Q8C6L5
ENSMUSG00000045679,Q8C6U2
ENSMUSG00000062202,Q8C726
ENSMUSG00000024319,Q8C754
ENSMUSG00000005362,Q8C7D2
ENSMUSG00000053536,Q8C7E9
ENSMUSG00000037022,Q8C7H1
ENSMUSG00000024579,Q8C7K6
ENSMUSG00000094936,Q8C7Q4
ENSMUSG00000035898,Q8C7R4
ENSMUSG00000001053,Q8C7U1
ENSMUSG00000037280,Q8C7U7
ENSMUSG00000041747,Q8C7V3
ENSMUSG00000068114,Q8C7V8
ENSMUSG00000046311,Q8C827
ENSMUSG00000049230,Q8C854
ENSMUSG00000027201,Q8C854
ENSMUSG00000027598,Q8C863
ENSMUSG00000030061,Q8C878
ENSMUSG00000039985,Q8C8M1
ENSMUSG00000016487,Q8C8U0
ENSMUSG00000038914,Q8C9B9
ENSMUSG00000035173,Q8C9S4
ENSMUSG00000079418,Q8C9S8
ENSMUSG00000116318,Q8C9S8
ENSMUSG00000024240,Q8C9X6
ENSMUSG00000052557,Q8CA72
ENSMUSG00000030729,Q8CAA7
ENSMUSG00000015944,Q8CAB8
ENSMUSG00000049287,Q8CAK1
ENSMUSG00000038884,Q8CAK3
ENSMUSG00000022906,Q8CAS9
ENSMUSG00000023832,Q8CAY6
ENSMUSG00000055827,Q8CB12
ENSMUSG00000035900,Q8CB44
ENSMUSG00000032782,Q8CB62
ENSMUSG00000028668,Q8CB77
ENSMUSG00000054404,Q8CBA2
ENSMUSG00000020641,Q8CBB9
ENSMUSG00000038949,Q8CBC4
ENSMUSG00000021147,Q8CBE3
ENSMUSG00000013878,Q8CBG9
ENSMUSG00000029186,Q8CBQ5
ENSMUSG00000022900,Q8CBR1
ENSMUSG00000058835,Q8CBW3
ENSMUSG00000029536,Q8CBY0
ENSMUSG00000024603,Q8CBY8
ENSMUSG00000027284,Q8CC12
ENSMUSG00000022574,Q8CC86
ENSMUSG00000058997,Q8CC88
ENSMUSG00000017288,Q8CCB4
ENSMUSG00000008373,Q8CCF0
ENSMUSG00000042997,Q8CCH2
ENSMUSG00000072872,Q8CCI5
ENSMUSG00000040359,Q8CCJ3
ENSMUSG00000072501,Q8CCJ9
ENSMUSG00000020086,Q8CCK0
ENSMUSG00000059439,Q8CCN5
ENSMUSG00000020982,Q8CCP0
ENSMUSG00000022194,Q8CCS6
ENSMUSG00000021973,Q8CD10
ENSMUSG00000022724,Q8CD15
ENSMUSG00000019731,Q8CD26
ENSMUSG00000023886,Q8CD91
ENSMUSG00000024078,Q8CD92
ENSMUSG00000042105,Q8CDA1
ENSMUSG00000033855,Q8CDJ8
ENSMUSG00000033478,Q8CDM8
ENSMUSG00000024583,Q8CDN6
ENSMUSG00000032561,Q8CE08
ENSMUSG00000048732,Q8CE33
ENSMUSG00000033356,Q8CE46
ENSMUSG00000028385,Q8CE50
ENSMUSG00000037376,Q8CE96
ENSMUSG00000040667,Q8CEC0
ENSMUSG00000021713,Q8CEC6
ENSMUSG00000031922,Q8CEE0
ENSMUSG00000026274,Q8CEE6
ENSMUSG00000008435,Q8CEE7
ENSMUSG00000045160,Q8CEI1
ENSMUSG00000036282,Q8CES0
ENSMUSG00000022414,Q8CF89
ENSMUSG00000060477,Q8CFA1
ENSMUSG00000032607,Q8CFA2
ENSMUSG00000105504,Q8CFB4
ENSMUSG00000061028,Q8CFC7
ENSMUSG00000029560,Q8CFD4
ENSMUSG00000038005,Q8CFE2
ENSMUSG00000069539,Q8CFE4
ENSMUSG00000022462,Q8CFE6
ENSMUSG00000006800,Q8CFG0
ENSMUSG00000079343,Q8CFG8
ENSMUSG00000098470,Q8CFG9
ENSMUSG00000020307,Q8CFI2
ENSMUSG00000043572,Q8CFI5
ENSMUSG00000029250,Q8CFI7
ENSMUSG00000002668,Q8CFK6
ENSMUSG00000040383,Q8CFQ3
ENSMUSG00000038384,Q8CFT2
ENSMUSG00000024712,Q8CFV9
ENSMUSG00000028980,Q8CFX1
ENSMUSG00000042148,Q8CFY5
ENSMUSG00000053965,Q8CG03
ENSMUSG00000001870,Q8CG19
ENSMUSG00000024943,Q8CG46
ENSMUSG00000034349,Q8CG47
ENSMUSG00000028312,Q8CG48
ENSMUSG00000030055,Q8CG50
ENSMUSG00000042558,Q8CG72
ENSMUSG00000028743,Q8CG76
ENSMUSG00000033256,Q8CG80
ENSMUSG00000026181,Q8CGA0
ENSMUSG00000037003,Q8CGB6
ENSMUSG00000039108,Q8CGC4
ENSMUSG00000029701,Q8CGC6
ENSMUSG00000026615,Q8CGC7
ENSMUSG00000054203,Q8CGE8
ENSMUSG00000040389,Q8CGF6
ENSMUSG00000024498,Q8CGF7
ENSMUSG00000037210,Q8CGI1
ENSMUSG00000041168,Q8CGK3
ENSMUSG00000040363,Q8CGN4
ENSMUSG00000023055,Q8CGU1
ENSMUSG00000034160,Q8CGY8
ENSMUSG00000011306,Q8CH02
ENSMUSG00000020074,Q8CH18
ENSMUSG00000032212,Q8CH25
ENSMUSG00000051675,Q8CH72
ENSMUSG00000009418,Q8CH77
ENSMUSG00000053950,Q8CHC8
ENSMUSG00000042350,Q8CHG5
ENSMUSG00000062232,Q8CHG7
ENSMUSG00000018398,Q8CHH9
ENSMUSG00000029505,Q8CHI8
ENSMUSG00000035596,Q8CHK3
ENSMUSG00000024926,Q8CHK4
ENSMUSG00000075600,Q8CHP0
ENSMUSG00000064030,Q8CHP5
ENSMUSG00000043445,Q8CHP8
ENSMUSG00000022184,Q8CHQ0
ENSMUSG00000031600,Q8CHS8
ENSMUSG00000028737,Q8CHT0
ENSMUSG00000026259,Q8CHT1
ENSMUSG00000071652,Q8CHT3
ENSMUSG00000001036,Q8CHU3
ENSMUSG00000003235,Q8CHW4
ENSMUSG00000043782,Q8CHW5
ENSMUSG00000035765,Q8CHY3
ENSMUSG00000036180,Q8CHY6
ENSMUSG00000040429,Q8CHZ9
ENSMUSG00000040097,Q8CI03
ENSMUSG00000036087,Q8CI08
ENSMUSG00000042354,Q8CI11
ENSMUSG00000049792,Q8CI32
ENSMUSG00000025200,Q8CI33
ENSMUSG00000028273,Q8CI51
ENSMUSG00000037316,Q8CI61
ENSMUSG00000037151,Q8CI70
ENSMUSG00000001376,Q8CI71
ENSMUSG00000053333,Q8CI75
ENSMUSG00000033059,Q8CI94
ENSMUSG00000037712,Q8CIB5
ENSMUSG00000027341,Q8CIB6
ENSMUSG00000041164,Q8CIE2
ENSMUSG00000026553,Q8CIE6
ENSMUSG00000034908,Q8CIF6
ENSMUSG00000038080,Q8CIG3
ENSMUSG00000033313,Q8CIG9
ENSMUSG00000034330,Q8CIH5
ENSMUSG00000039128,Q8CII2
ENSMUSG00000031984,Q8CIL4
ENSMUSG00000073609,Q8CIM3
ENSMUSG00000025133,Q8CIM8
ENSMUSG00000022781,Q8CIN4
ENSMUSG00000024727,Q8CIR4
ENSMUSG00000036526,Q8CIS0
ENSMUSG00000044626,Q8CIV3
ENSMUSG00000037279,Q8CIV7
ENSMUSG00000039233,Q8CIV8
ENSMUSG00000025209,Q8CIW5
ENSMUSG00000036805,Q8CJ00
ENSMUSG00000051586,Q8CJ19
ENSMUSG00000032491,Q8CJ26
ENSMUSG00000033952,Q8CJ27
ENSMUSG00000026491,Q8CJF7
ENSMUSG00000028842,Q8CJF9
ENSMUSG00000036698,Q8CJG0
ENSMUSG00000041530,Q8CJG1
ENSMUSG00000053646,Q8CJH3
ENSMUSG00000093930,Q8JZK9
ENSMUSG00000045691,Q8JZL3
ENSMUSG00000036983,Q8JZM0
ENSMUSG00000047040,Q8JZM2
ENSMUSG00000026361,Q8JZM7
ENSMUSG00000027710,Q8JZN5
ENSMUSG00000025733,Q8JZN7
ENSMUSG00000024527,Q8JZQ2
ENSMUSG00000056076,Q8JZQ9
ENSMUSG00000024981,Q8JZR0
ENSMUSG00000029655,Q8JZS6
ENSMUSG00000021809,Q8JZU0
ENSMUSG00000003528,Q8JZU2
ENSMUSG00000036820,Q8JZV7
ENSMUSG00000037197,Q8JZX4
ENSMUSG00000045664,Q8JZX9
ENSMUSG00000042705,Q8JZY2
ENSMUSG00000021023,Q8JZY4
ENSMUSG00000041915,Q8JZZ6
ENSMUSG00000091537,Q8K003
ENSMUSG00000016918,Q8K007
ENSMUSG00000020256,Q8K009
ENSMUSG00000022562,Q8K010
ENSMUSG00000040464,Q8K013
ENSMUSG00000037608,Q8K019
ENSMUSG00000021687,Q8K021
ENSMUSG00000032551,Q8K039
ENSMUSG00000078670,Q8K064
ENSMUSG00000033589,Q8K072
ENSMUSG00000033365,Q8K0C1
ENSMUSG00000001467,Q8K0C4
ENSMUSG00000049350,Q8K0C5
ENSMUSG00000045438,Q8K0C8
ENSMUSG00000038372,Q8K0C9
ENSMUSG00000020015,Q8K0D0
ENSMUSG00000027774,Q8K0D5
